stress_fairness_alive,stress_avg_rtt_ms,stress_failed_rate,algorithm,trial,avg_decision_latency_us
0.9942067039106146,13746.620111731841,0.03095558546433378,round_robin,1,2209.1
0.9942067039106146,13797.86592178771,0.03095558546433378,round_robin,2,2210.5
0.9942067039106146,13813.726256983238,0.03095558546433378,round_robin,3,1866.7
0.9942067039106146,13777.508379888268,0.03095558546433378,weighted_round_robin,1,2208.3
0.9942061452513966,13748.754189944135,0.03095558546433378,weighted_round_robin,2,2285.4
0.9942067039106146,13813.251396648046,0.03095558546433378,weighted_round_robin,3,2343.7
0.9941815642458102,13800.821229050278,0.04085603112840467,random,1,2092.6
0.9824150837988828,13831.167597765361,0.03664921465968586,random,2,2151.2
0.9967145251396649,13818.530726256982,0.058704453441295545,random,3,2307.9
0.9658586592178773,13839.0,0.04307116104868914,least_connections,1,2223.9
0.9791033519553073,13833.117318435756,0.0465587044534413,least_connections,2,2340.1
0.9818162011173183,13779.491620111728,0.04145936981757877,least_connections,3,2334.5
0.9331871508379888,13756.916201117318,0.05314009661835749,hash_based,1,2068.7
0.9828094972067041,13769.469273743014,0.03616636528028933,hash_based,2,2298.2
0.9786815642458102,13758.999999999998,0.037520391517128875,hash_based,3,2257.2
0.9942067039106146,13746.519553072629,0.03095558546433378,ecmp,1,2206.4
0.9942061452513966,13827.212290502794,0.03095558546433378,ecmp,2,2254.1
0.9942061452513966,13798.787709497208,0.03095558546433378,ecmp,3,2068.4
0.6598614525139664,13779.754189944133,0.08454810495626822,drl,1,2237.3
0.6615977653631285,13791.307262569833,0.08430232558139535,drl,2,1957.4
0.6565525139664805,13760.972067039105,0.08238636363636363,drl,3,2213.3
