algorithm,trial,second,throughput,avg_rtt,p95_rtt,fairness_index,fairness_alive,max_imbalance,h1_conns,h2_conns,h3_conns,h1_sels,h2_sels,h3_sels,h1_rtt,h2_rtt,h3_rtt,h1_alive,h2_alive,h3_alive,decision_latency_us
round_robin,1,0,0,11.342,12.451,1.0,1.0,0,0,0,0,0,0,0,0.011552,0.012551,0.009922,1,1,1,1961.6
round_robin,1,1,1,11.282,12.46,0.3333,0.3333,51,0,0,51,1,0,0,0.011835,0.01253,0.009482,1,1,1,1961.6
round_robin,1,2,1,11.178,12.385,0.6667,0.6667,52,0,0,52,1,1,0,0.011835,0.012446,0.009254,1,1,1,1961.6
round_robin,1,3,11,11.178,12.385,0.9883,0.9883,52,0,0,52,5,4,4,0.011835,0.012446,0.009254,1,1,1,1961.6
round_robin,1,4,1,11.295,12.747,0.9899,0.9899,54,0,0,54,5,5,4,0.011573,0.012877,0.009435,1,1,1,1961.6
round_robin,1,5,11,10.99,12.444,0.9968,0.9968,56,0,0,56,9,8,8,0.011251,0.012577,0.009143,1,1,1,1961.6
round_robin,1,6,1,11.227,12.47,0.9971,0.9971,53,0,0,53,9,9,8,0.011587,0.012568,0.009527,1,1,1,1961.6
round_robin,1,7,11,11.244,12.483,0.9985,0.9985,55,0,0,55,13,12,12,0.011601,0.012581,0.00955,1,1,1,1961.6
round_robin,1,8,1,11.235,12.504,0.9986,0.9986,56,0,0,56,13,13,12,0.01156,0.012609,0.009535,1,1,1,1961.6
round_robin,1,9,11,11.302,12.524,0.9992,0.9992,56,0,0,56,17,16,16,0.011763,0.012609,0.009535,1,1,1,1961.6
round_robin,1,10,1,11.467,12.703,0.9992,0.9992,55,0,0,55,17,17,16,0.011763,0.012807,0.00983,1,1,1,1961.6
round_robin,1,11,11,11.165,12.753,0.9995,0.9995,56,0,0,56,21,20,20,0.011546,0.012887,0.009063,1,1,1,1961.6
round_robin,1,12,1,11.087,12.48,0.9995,0.9995,58,0,0,58,21,21,20,0.011545,0.012584,0.009132,1,1,1,1961.6
round_robin,1,13,11,11.184,12.474,0.9996,0.9996,60,0,0,60,25,24,24,0.011558,0.012576,0.009417,1,1,1,1961.6
round_robin,1,14,1,11.162,12.669,0.9996,0.9996,58,0,0,58,25,25,24,0.01154,0.012795,0.00915,1,1,1,1961.6
round_robin,1,15,11,11.521,13.597,0.9997,0.9997,58,0,0,58,29,28,28,0.011595,0.013819,0.00915,1,1,1,1961.6
round_robin,1,16,1,11.535,13.597,0.9997,0.9997,60,0,0,60,29,29,28,0.011595,0.013819,0.009192,1,1,1,1961.6
round_robin,1,17,11,11.318,12.515,0.9998,0.9998,61,0,0,61,33,32,32,0.011718,0.012604,0.009632,1,1,1,1961.6
round_robin,1,18,1,11.237,12.5,0.9998,0.9998,59,0,0,59,33,33,32,0.01156,0.012604,0.009548,1,1,1,1961.6
round_robin,1,19,11,11.588,13.284,0.9998,0.9998,59,0,0,59,37,36,36,0.011588,0.013472,0.009703,1,1,1,1961.6
round_robin,1,20,1,11.348,12.508,0.9998,0.9998,61,0,0,61,37,37,36,0.011924,0.012573,0.009548,1,1,1,1961.6
round_robin,1,21,11,11.21,12.448,0.9999,0.9999,62,0,0,62,41,40,40,0.011553,0.012548,0.009529,1,1,1,1961.6
round_robin,1,22,1,11.265,12.465,0.9999,0.9999,62,0,0,62,41,41,40,0.011718,0.012548,0.009529,1,1,1,1961.6
round_robin,1,23,1,11.38,12.733,1.0,1.0,61,0,0,61,41,41,41,0.011718,0.012846,0.009577,1,1,1,1961.6
round_robin,1,24,10,11.333,12.431,0.9999,0.9999,62,0,0,62,45,44,44,0.011449,0.01254,0.010011,1,1,1,1961.6
round_robin,1,25,1,11.305,12.711,0.9999,0.9999,63,0,0,63,45,45,44,0.011569,0.012838,0.009508,1,1,1,1961.6
round_robin,1,26,11,11.23,12.523,0.9999,0.9999,61,0,0,61,49,48,48,0.01175,0.012609,0.00933,1,1,1,1961.6
round_robin,1,27,1,11.479,12.681,0.9999,0.9999,62,0,0,62,49,49,48,0.011833,0.012775,0.009829,1,1,1,1961.6
round_robin,1,28,11,11.214,12.481,0.9999,0.9999,64,0,0,64,53,52,52,0.011648,0.012574,0.009421,1,1,1,1961.6
round_robin,1,29,1,11.214,12.481,0.9999,0.9999,64,0,0,64,53,53,52,0.011648,0.012574,0.009421,1,1,1,1961.6
round_robin,1,30,11,11.231,12.575,0.9999,0.9999,65,0,0,65,57,56,56,0.011558,0.012688,0.009448,1,1,1,1961.6
round_robin,1,31,1,11.207,12.496,0.9999,0.9999,64,0,0,64,57,57,56,0.011573,0.012599,0.009448,1,1,1,1961.6
round_robin,1,32,11,11.158,12.468,0.9999,0.9999,66,0,0,66,61,60,60,0.011311,0.012597,0.009567,1,1,1,1961.6
round_robin,1,33,1,11.271,12.512,0.9999,0.9999,67,0,0,67,61,61,60,0.011953,0.012574,0.009286,1,1,1,1961.6
round_robin,1,34,11,11.351,12.484,0.9999,0.9999,66,0,0,66,65,64,64,0.011971,0.012541,0.009541,1,1,1,1961.6
round_robin,1,35,1,11.187,12.467,0.9999,0.9999,66,0,0,66,65,65,64,0.011439,0.012581,0.009541,1,1,1,1961.6
round_robin,1,36,11,11.144,12.467,1.0,1.0,67,0,0,67,69,68,68,0.011439,0.012581,0.009411,1,1,1,1961.6
round_robin,1,37,1,11.311,12.729,1.0,1.0,69,0,0,69,69,69,68,0.011569,0.012858,0.009505,1,1,1,1961.6
round_robin,1,38,11,11.137,12.55,1.0,1.0,70,0,0,70,73,72,72,0.011515,0.012665,0.009232,1,1,1,1961.6
round_robin,1,39,1,11.522,13.312,1.0,1.0,68,0,0,68,73,73,72,0.011574,0.013505,0.009487,1,1,1,1961.6
round_robin,1,40,11,11.145,12.403,1.0,1.0,70,0,0,70,77,76,76,0.011553,0.012497,0.009384,1,1,1,1961.6
round_robin,1,41,1,11.346,12.713,1.0,1.0,71,0,0,71,77,77,76,0.011831,0.012811,0.009395,1,1,1,1961.6
round_robin,1,42,11,11.346,12.713,1.0,1.0,71,0,0,71,81,80,80,0.011831,0.012811,0.009395,1,1,1,1961.6
round_robin,1,43,1,11.287,12.716,1.0,1.0,70,0,0,70,81,81,80,0.011846,0.012813,0.009201,1,1,1,1961.6
round_robin,1,44,11,11.489,12.61,1.0,1.0,71,0,0,71,85,84,84,0.01195,0.012683,0.009834,1,1,1,1961.6
