algorithm,trial,second,throughput,avg_rtt,p95_rtt,fairness_index,fairness_alive,max_imbalance,h1_conns,h2_conns,h3_conns,h1_sels,h2_sels,h3_sels,h1_rtt,h2_rtt,h3_rtt,h1_alive,h2_alive,h3_alive,decision_latency_us
round_robin,1,0,0,20.686,26.528,1.0,1.0,0,0,0,0,0,0,0,0.026107,0.026575,0.009376,1,1,1,1992.9
round_robin,1,1,86,20.686,26.528,0.9997,0.9997,0,0,0,0,29,29,28,0.026107,0.026575,0.009376,1,1,1,1992.9
round_robin,1,2,83,20.62,26.361,0.9999,0.9999,155,1145,1123,990,57,56,56,0.026363,0.026338,0.009159,1,1,1,1992.9
round_robin,1,3,82,21.045,26.928,1.0,1.0,155,1173,1150,1018,84,84,83,0.026957,0.026665,0.009514,1,1,1,1992.9
round_robin,1,4,0,20.818,26.56,1.0,1.0,154,1200,1178,1046,84,84,83,0.026598,0.026222,0.009635,1,1,1,1992.9
round_robin,1,5,81,20.87,26.517,1.0,1.0,157,1108,1203,1046,111,111,110,0.026452,0.026524,0.009635,1,1,1,1992.9
round_robin,1,6,84,20.924,26.517,1.0,1.0,243,1108,1203,960,139,139,138,0.026452,0.026524,0.009796,1,1,1,1992.9
round_robin,1,7,52,20.757,26.557,1.0,1.0,242,1136,1230,988,156,156,156,0.026241,0.026592,0.009438,1,1,1,1992.9
round_robin,1,8,35,20.749,26.668,1.0,1.0,241,1164,1257,1016,168,168,167,0.026696,0.026411,0.009141,1,1,1,1992.9
round_robin,1,9,82,20.699,26.157,1.0,1.0,360,1119,1272,912,195,195,195,0.026154,0.026157,0.009787,1,1,1,1992.9
round_robin,1,10,83,20.798,26.421,1.0,1.0,360,1147,1272,912,223,223,222,0.02645,0.026157,0.009787,1,1,1,1992.9
round_robin,1,11,46,20.617,26.416,1.0,1.0,361,1147,1300,939,238,238,238,0.02645,0.026106,0.009294,1,1,1,1992.9
round_robin,1,12,41,20.954,27.389,1.0,1.0,361,1175,1327,966,252,252,251,0.026026,0.02754,0.009295,1,1,1,1992.9
round_robin,1,13,86,20.738,26.098,1.0,1.0,209,1199,1112,990,281,280,280,0.026019,0.026107,0.010087,1,1,1,1992.9
round_robin,1,14,81,20.738,26.098,1.0,1.0,209,1199,1112,990,308,307,307,0.026019,0.026107,0.010087,1,1,1,1992.9
round_robin,1,15,1,21.04,26.818,1.0,1.0,208,1226,1140,1018,308,308,307,0.026833,0.026686,0.0096,1,1,1,1992.9
round_robin,1,16,86,20.207,25.571,1.0,1.0,210,1256,1168,1046,337,336,336,0.025452,0.025584,0.009586,1,1,1,1992.9
round_robin,1,17,84,20.293,25.791,1.0,1.0,363,1273,1112,910,365,364,364,0.025577,0.025815,0.009486,1,1,1,1992.9
round_robin,1,18,84,19.972,25.317,1.0,1.0,383,1293,1136,910,393,392,392,0.025342,0.025089,0.009486,1,1,1,1992.9
round_robin,1,19,1,19.955,25.317,1.0,1.0,355,1293,1136,938,393,393,392,0.025342,0.025089,0.009435,1,1,1,1992.9
